applicant_id,probability_of_default,risk_band,recommended_decision,actual_default
283649,0.3650639736126714,High Risk,Decline,0
325067,0.2281338668825534,Medium Risk,Manual Review,0
180758,0.3458978707793612,High Risk,Decline,0
416754,0.4334507157743662,High Risk,Decline,1
114819,0.2697520063419154,Medium Risk,Manual Review,1
260978,0.5362494909664192,High Risk,Decline,0
288545,0.3844642081246264,High Risk,Decline,0
233740,0.2265340551365065,Medium Risk,Manual Review,0
112890,0.8560829693028262,High Risk,Decline,0
359694,0.4109661321879621,High Risk,Decline,0
249816,0.2271204205093774,Medium Risk,Manual Review,0
256465,0.3546509953635637,High Risk,Decline,0
346753,0.669541230922538,High Risk,Decline,0
161928,0.5951237273315064,High Risk,Decline,0
162846,0.7673950810687815,High Risk,Decline,1
331490,0.3033643826641064,High Risk,Decline,0
281358,0.6258046435452961,High Risk,Decline,0
400611,0.4694153252417223,High Risk,Decline,0
348148,0.1066481150251314,Medium Risk,Manual Review,0
350060,0.4783074995087468,High Risk,Decline,0
193190,0.7594293027537213,High Risk,Decline,0
369951,0.4822526335667966,High Risk,Decline,0
144316,0.2084556944428399,Medium Risk,Manual Review,0
451613,0.264772816799813,Medium Risk,Manual Review,0
407537,0.0814626958759257,Low Risk,Approve,0
275895,0.3635503701233234,High Risk,Decline,0
186901,0.1166134790120422,Medium Risk,Manual Review,0
299902,0.2597623124855363,Medium Risk,Manual Review,1
176269,0.4087740752101366,High Risk,Decline,0
139436,0.204233957065972,Medium Risk,Manual Review,0
168191,0.4321194353702524,High Risk,Decline,0
117439,0.181109092485161,Medium Risk,Manual Review,0
329488,0.8298058716406228,High Risk,Decline,1
199664,0.6628428736065796,High Risk,Decline,0
357722,0.4800017989849057,High Risk,Decline,0
108157,0.4365695723698028,High Risk,Decline,0
374176,0.4826850115753974,High Risk,Decline,0
248992,0.6001158900102135,High Risk,Decline,0
308563,0.4070698693373021,High Risk,Decline,1
312875,0.1434700920238798,Medium Risk,Manual Review,0
389028,0.5790212398680085,High Risk,Decline,0
256290,0.4629552558304236,High Risk,Decline,0
282040,0.8578261217660075,High Risk,Decline,0
347673,0.4664859285981755,High Risk,Decline,0
225953,0.1775285969142616,Medium Risk,Manual Review,0
382719,0.213283732997238,Medium Risk,Manual Review,0
214511,0.6872335225031159,High Risk,Decline,0
340744,0.3695351284978709,High Risk,Decline,0
186560,0.5212811777273033,High Risk,Decline,0
229776,0.1455089355322509,Medium Risk,Manual Review,0
429139,0.4970236656190873,High Risk,Decline,0
448511,0.2448129114106365,Medium Risk,Manual Review,0
282519,0.5742563412970562,High Risk,Decline,0
102157,0.6060895611406633,High Risk,Decline,0
235748,0.3317947309269303,High Risk,Decline,0
305077,0.6568498416834917,High Risk,Decline,0
288210,0.3289455316526309,High Risk,Decline,0
351925,0.2199804308172582,Medium Risk,Manual Review,0
283992,0.5244091185283577,High Risk,Decline,0
131379,0.1603148011322428,Medium Risk,Manual Review,0
167952,0.695959797996045,High Risk,Decline,0
391760,0.3688023645800837,High Risk,Decline,0
100075,0.2415653241408231,Medium Risk,Manual Review,0
375270,0.2665288886321271,Medium Risk,Manual Review,0
217809,0.3249904450657461,High Risk,Decline,0
340452,0.5031360487199273,High Risk,Decline,0
268872,0.2608501553962879,Medium Risk,Manual Review,0
398241,0.3197306817203394,High Risk,Decline,0
449152,0.4695937907251844,High Risk,Decline,0
253023,0.1915849615385676,Medium Risk,Manual Review,0
121310,0.3674876085770364,High Risk,Decline,0
311658,0.1261925310112115,Medium Risk,Manual Review,0
388660,0.254440456926412,Medium Risk,Manual Review,0
385484,0.1891147319606767,Medium Risk,Manual Review,0
162078,0.2939980187819345,Medium Risk,Manual Review,0
335146,0.7400626095471387,High Risk,Decline,0
148346,0.7948229351753345,High Risk,Decline,1
357983,0.7990188870017599,High Risk,Decline,0
286224,0.2387123092984103,Medium Risk,Manual Review,0
100285,0.576205380333324,High Risk,Decline,0
142551,0.5289503444222401,High Risk,Decline,0
442251,0.6820044861043161,High Risk,Decline,0
363055,0.1711893759875026,Medium Risk,Manual Review,0
304308,0.6246843223843697,High Risk,Decline,0
454762,0.2459000285641603,Medium Risk,Manual Review,0
354769,0.4364222097671443,High Risk,Decline,0
176581,0.192895099540549,Medium Risk,Manual Review,0
174895,0.8211015358041938,High Risk,Decline,0
435983,0.4817948619499304,High Risk,Decline,0
198838,0.4478853504021496,High Risk,Decline,1
261923,0.3817212902464454,High Risk,Decline,0
364970,0.7008768613622538,High Risk,Decline,1
152557,0.5140129175703526,High Risk,Decline,0
214552,0.0978899251528155,Low Risk,Approve,0
230473,0.1190058783539686,Medium Risk,Manual Review,0
387794,0.7944650255108872,High Risk,Decline,0
267169,0.2292321415178644,Medium Risk,Manual Review,0
278375,0.1586581876148784,Medium Risk,Manual Review,0
348696,0.1095825467007773,Medium Risk,Manual Review,0
288734,0.8299855557283379,High Risk,Decline,1
439593,0.54171369918642,High Risk,Decline,0
226619,0.3457137228495113,High Risk,Decline,0
124302,0.126048172389739,Medium Risk,Manual Review,1
436802,0.6172360820263789,High Risk,Decline,0
218483,0.2549591019370502,Medium Risk,Manual Review,0
144742,0.2791331035167717,Medium Risk,Manual Review,0
426679,0.0617344833066375,Low Risk,Approve,0
332268,0.184213161602044,Medium Risk,Manual Review,0
247698,0.1369561259924311,Medium Risk,Manual Review,0
173714,0.1940880964514147,Medium Risk,Manual Review,0
196372,0.4993803827441209,High Risk,Decline,0
164509,0.347058416579493,High Risk,Decline,0
282224,0.0746715553618974,Low Risk,Approve,0
342365,0.0788541388590372,Low Risk,Approve,0
449051,0.2630845519095615,Medium Risk,Manual Review,0
292167,0.093450248456649,Low Risk,Approve,0
349235,0.6408403526478741,High Risk,Decline,0
178043,0.6975440459530631,High Risk,Decline,0
374561,0.0490664233250097,Low Risk,Approve,0
435298,0.6327227379917335,High Risk,Decline,0
359894,0.4981167779894483,High Risk,Decline,0
430682,0.804478260473869,High Risk,Decline,0
178088,0.2218914946024643,Medium Risk,Manual Review,0
132841,0.2963001816475664,Medium Risk,Manual Review,0
251102,0.3946785564096075,High Risk,Decline,0
377829,0.1086414270262218,Medium Risk,Manual Review,0
211473,0.1811844230532885,Medium Risk,Manual Review,0
412894,0.7693780502559523,High Risk,Decline,0
143129,0.5449144213535319,High Risk,Decline,1
389920,0.5823277939199611,High Risk,Decline,0
339743,0.4609290850561871,High Risk,Decline,0
409265,0.1843941814549131,Medium Risk,Manual Review,0
384510,0.1605165586557869,Medium Risk,Manual Review,0
213267,0.3524720977987872,High Risk,Decline,0
267921,0.2654833194727377,Medium Risk,Manual Review,0
239883,0.2079839018123504,Medium Risk,Manual Review,0
396649,0.4492053733612135,High Risk,Decline,0
274595,0.2471881677445341,Medium Risk,Manual Review,0
338988,0.0643942710060295,Low Risk,Approve,0
210579,0.5868261773617386,High Risk,Decline,0
186749,0.2681516810207491,Medium Risk,Manual Review,0
417036,0.6759085006949014,High Risk,Decline,0
316935,0.3068534606779604,High Risk,Decline,0
316766,0.3457040708554995,High Risk,Decline,0
289481,0.1673216816095204,Medium Risk,Manual Review,0
354633,0.2050185658336376,Medium Risk,Manual Review,0
217816,0.6982001295154922,High Risk,Decline,0
252170,0.1636852399129014,Medium Risk,Manual Review,0
396360,0.3402268308758561,High Risk,Decline,0
145947,0.1524940152476284,Medium Risk,Manual Review,0
141941,0.2928651547015218,Medium Risk,Manual Review,0
441889,0.2410909858789643,Medium Risk,Manual Review,0
183279,0.4079876890055018,High Risk,Decline,0
240367,0.3556613311854023,High Risk,Decline,0
341161,0.3133556442797127,High Risk,Decline,0
127048,0.7243464923067731,High Risk,Decline,1
237766,0.3679431474314757,High Risk,Decline,0
404144,0.3944319816261813,High Risk,Decline,0
384517,0.1388489113917026,Medium Risk,Manual Review,0
103573,0.1863184491366333,Medium Risk,Manual Review,0
214631,0.5872083713849295,High Risk,Decline,0
399431,0.7054009009913531,High Risk,Decline,0
449415,0.5450997489570809,High Risk,Decline,0
288137,0.5266921295253261,High Risk,Decline,0
153166,0.2655936216174187,Medium Risk,Manual Review,0
355101,0.5786043592567545,High Risk,Decline,0
258116,0.3503981647266554,High Risk,Decline,0
433415,0.5181306712426693,High Risk,Decline,1
324575,0.763057832102185,High Risk,Decline,0
405477,0.3606723871559594,High Risk,Decline,0
213610,0.5787754985202844,High Risk,Decline,1
273414,0.1580509985815227,Medium Risk,Manual Review,0
425845,0.0482591948408858,Low Risk,Approve,0
236930,0.2311462534011713,Medium Risk,Manual Review,0
352146,0.4782924301680353,High Risk,Decline,0
404466,0.431057086116641,High Risk,Decline,0
305844,0.1818339186575125,Medium Risk,Manual Review,0
449371,0.0865165930327809,Low Risk,Approve,0
229662,0.2154386080587802,Medium Risk,Manual Review,0
191193,0.1037588297855126,Medium Risk,Manual Review,0
120518,0.14487649061058,Medium Risk,Manual Review,0
332372,0.2433525285030347,Medium Risk,Manual Review,0
258072,0.1374711477280562,Medium Risk,Manual Review,0
432703,0.1286695880348472,Medium Risk,Manual Review,0
402817,0.771263679524853,High Risk,Decline,1
394081,0.1028365244546029,Medium Risk,Manual Review,0
109080,0.6816379047691707,High Risk,Decline,0
241049,0.4061004208787697,High Risk,Decline,0
114687,0.375082909754422,High Risk,Decline,0
119004,0.0705978949029885,Low Risk,Approve,0
290384,0.5242586862750913,High Risk,Decline,0
320065,0.7975152785512076,High Risk,Decline,1
374828,0.3498816144161292,High Risk,Decline,0
363874,0.2101626124964227,Medium Risk,Manual Review,0
431973,0.1647657093609286,Medium Risk,Manual Review,0
382033,0.3096224943647288,High Risk,Decline,0
157677,0.6994935073671794,High Risk,Decline,0
284547,0.3900204562557502,High Risk,Decline,0
290561,0.8973533829042606,High Risk,Decline,1
332284,0.0555362204634863,Low Risk,Approve,0
226897,0.1050859454986696,Medium Risk,Manual Review,0
249497,0.0426760390158303,Low Risk,Approve,0
226378,0.0520674167567685,Low Risk,Approve,0
287014,0.6873804329495351,High Risk,Decline,0
454530,0.1487999793044697,Medium Risk,Manual Review,0
230902,0.0663563603712651,Low Risk,Approve,0
312585,0.0174975949267521,Low Risk,Approve,0
313279,0.4398620600753014,High Risk,Decline,1
171493,0.6307262325026143,High Risk,Decline,0
354211,0.8112991032237911,High Risk,Decline,1
379355,0.3476516281333119,High Risk,Decline,0
217503,0.7094864788083824,High Risk,Decline,0
247707,0.5019246549612262,High Risk,Decline,0
114579,0.3709641184130262,High Risk,Decline,0
288578,0.504942020671193,High Risk,Decline,0
403207,0.3120021253134764,High Risk,Decline,0
192141,0.1075237800855737,Medium Risk,Manual Review,0
111573,0.6425275510808123,High Risk,Decline,0
267187,0.6569330316725746,High Risk,Decline,0
324018,0.1969843518523021,Medium Risk,Manual Review,0
108047,0.0553574840714896,Low Risk,Approve,0
372816,0.0503108809791982,Low Risk,Approve,0
365783,0.4057094775759381,High Risk,Decline,0
191500,0.350992852943458,High Risk,Decline,0
309356,0.4928285545263586,High Risk,Decline,0
209586,0.7633959735582412,High Risk,Decline,1
194025,0.5972354141874274,High Risk,Decline,0
198914,0.0881434276438164,Low Risk,Approve,1
147650,0.7948515459853807,High Risk,Decline,0
225507,0.1344769621371291,Medium Risk,Manual Review,0
132788,0.188711656833088,Medium Risk,Manual Review,0
407467,0.587104291993061,High Risk,Decline,0
372999,0.3669588134684004,High Risk,Decline,0
263226,0.1439032825203132,Medium Risk,Manual Review,0
225002,0.7397189497951357,High Risk,Decline,0
329337,0.5801027979687398,High Risk,Decline,0
250488,0.4681545880318741,High Risk,Decline,0
212275,0.469270448595227,High Risk,Decline,1
383911,0.4236659953560459,High Risk,Decline,0
228735,0.2122107807351672,Medium Risk,Manual Review,0
265274,0.3921443354668356,High Risk,Decline,0
414770,0.3223794777918289,High Risk,Decline,1
152807,0.2313594627939314,Medium Risk,Manual Review,0
100545,0.2423482175925809,Medium Risk,Manual Review,0
248862,0.8478401637199492,High Risk,Decline,0
296177,0.3306992360070719,High Risk,Decline,0
159291,0.4607337350514657,High Risk,Decline,0
260242,0.4074223875574453,High Risk,Decline,0
437751,0.7662685770302502,High Risk,Decline,0
140535,0.2686884534993523,Medium Risk,Manual Review,0
299010,0.428067611783241,High Risk,Decline,0
308319,0.1235093763320752,Medium Risk,Manual Review,0
367836,0.487763723626858,High Risk,Decline,0
223921,0.0454279311664484,Low Risk,Approve,0
271114,0.6968156671629804,High Risk,Decline,0
181246,0.0884304089163091,Low Risk,Approve,0
189485,0.0922901327299166,Low Risk,Approve,0
162216,0.2206335005187028,Medium Risk,Manual Review,0
421797,0.3079573632052673,High Risk,Decline,0
209934,0.7939014297975227,High Risk,Decline,1
267179,0.6452335241656737,High Risk,Decline,0
331608,0.1252439101578388,Medium Risk,Manual Review,0
411912,0.2698093286791984,Medium Risk,Manual Review,0
192950,0.7633151513840686,High Risk,Decline,1
335795,0.610801489152863,High Risk,Decline,1
175521,0.2742286784872226,Medium Risk,Manual Review,0
156676,0.2437600112301078,Medium Risk,Manual Review,0
252239,0.1298771104700812,Medium Risk,Manual Review,0
140854,0.1028278175179891,Medium Risk,Manual Review,0
127558,0.1442622709784614,Medium Risk,Manual Review,0
449346,0.6610313298890578,High Risk,Decline,0
443327,0.059538319769362,Low Risk,Approve,0
248353,0.5837854342919518,High Risk,Decline,0
380921,0.688957162051685,High Risk,Decline,0
309740,0.1065561224229207,Medium Risk,Manual Review,0
189969,0.4631930170916966,High Risk,Decline,0
306745,0.3513415763323401,High Risk,Decline,0
233671,0.5702423251139515,High Risk,Decline,0
376760,0.8310509317521472,High Risk,Decline,0
250364,0.1834998191252604,Medium Risk,Manual Review,0
321561,0.3380202331470252,High Risk,Decline,0
228436,0.2942691239897202,Medium Risk,Manual Review,0
358843,0.7533353181399978,High Risk,Decline,0
236528,0.2576896726112556,Medium Risk,Manual Review,0
165185,0.3996831194752746,High Risk,Decline,0
348534,0.1561992052188464,Medium Risk,Manual Review,0
427739,0.3569765276698617,High Risk,Decline,0
353263,0.5691553620188281,High Risk,Decline,1
451731,0.7425310833598263,High Risk,Decline,1
389738,0.1347153139870684,Medium Risk,Manual Review,0
174671,0.2456219357085378,Medium Risk,Manual Review,0
346074,0.4207493289512206,High Risk,Decline,0
172921,0.2635909465293469,Medium Risk,Manual Review,0
390446,0.0842248623231389,Low Risk,Approve,0
253847,0.1761390005891057,Medium Risk,Manual Review,0
365421,0.3973844961684786,High Risk,Decline,0
450790,0.5184667945275975,High Risk,Decline,0
149530,0.3616490626750681,High Risk,Decline,0
260619,0.5504086322307835,High Risk,Decline,0
253835,0.6940040210939769,High Risk,Decline,0
127056,0.4777994546000135,High Risk,Decline,0
309093,0.0994958480568693,Low Risk,Approve,0
303532,0.1726436533576192,Medium Risk,Manual Review,0
178261,0.2160082870719966,Medium Risk,Manual Review,0
438685,0.2278774198815418,Medium Risk,Manual Review,0
338065,0.37632207311986,High Risk,Decline,0
438244,0.3721715597897488,High Risk,Decline,0
271287,0.4863831506426575,High Risk,Decline,0
219239,0.6864894773492671,High Risk,Decline,0
379411,0.174013142245681,Medium Risk,Manual Review,0
262742,0.2463144694129369,Medium Risk,Manual Review,0
422237,0.725661223090179,High Risk,Decline,0
264743,0.439755370685969,High Risk,Decline,0
220086,0.3896845234125429,High Risk,Decline,0
262314,0.9017533706703814,High Risk,Decline,1
414398,0.5200391432331056,High Risk,Decline,0
323362,0.3314513879398206,High Risk,Decline,0
394170,0.4946525772315701,High Risk,Decline,0
259180,0.1191403034917444,Medium Risk,Manual Review,0
105518,0.5842896561145537,High Risk,Decline,0
447791,0.3754973643727758,High Risk,Decline,0
118043,0.2120549316390818,Medium Risk,Manual Review,0
391452,0.18084284883447,Medium Risk,Manual Review,0
162817,0.2259513381986039,Medium Risk,Manual Review,0
154484,0.3361347161230995,High Risk,Decline,0
393240,0.8445964128060981,High Risk,Decline,0
288177,0.137336690048862,Medium Risk,Manual Review,0
133768,0.1612649323240543,Medium Risk,Manual Review,0
324936,0.4521490810389363,High Risk,Decline,0
141845,0.1051041295979569,Medium Risk,Manual Review,0
420175,0.124872539195185,Medium Risk,Manual Review,0
245542,0.3045464724365056,High Risk,Decline,0
101311,0.2357609821402853,Medium Risk,Manual Review,0
405233,0.3503669112382609,High Risk,Decline,0
443662,0.8362295228166481,High Risk,Decline,0
236300,0.3094129778929328,High Risk,Decline,1
284410,0.4945438347997306,High Risk,Decline,0
181583,0.1948020728278528,Medium Risk,Manual Review,0
182609,0.1579168801458582,Medium Risk,Manual Review,0
140966,0.298732710400469,Medium Risk,Manual Review,0
315625,0.3549900541416366,High Risk,Decline,0
365289,0.2459464325317794,Medium Risk,Manual Review,0
365826,0.201811802578941,Medium Risk,Manual Review,0
382464,0.0758194732094879,Low Risk,Approve,0
259796,0.776710004751601,High Risk,Decline,1
180862,0.2066743300930228,Medium Risk,Manual Review,0
170766,0.4686057717488602,High Risk,Decline,0
308937,0.2061838225843365,Medium Risk,Manual Review,0
410434,0.196030485410466,Medium Risk,Manual Review,0
212951,0.1904101297471204,Medium Risk,Manual Review,0
130419,0.4114312924685644,High Risk,Decline,0
304939,0.446668006578056,High Risk,Decline,0
307813,0.2779689578197402,Medium Risk,Manual Review,0
210613,0.0507210716443638,Low Risk,Approve,0
109182,0.2934351730254281,Medium Risk,Manual Review,0
224606,0.4929791129405261,High Risk,Decline,0
408240,0.8152620535884478,High Risk,Decline,0
108947,0.7048893787572121,High Risk,Decline,0
176647,0.2620631564728669,Medium Risk,Manual Review,1
130464,0.104764148262299,Medium Risk,Manual Review,0
149694,0.3079001160113606,High Risk,Decline,0
426455,0.3117957943896955,High Risk,Decline,0
207800,0.473219961127834,High Risk,Decline,0
303192,0.1158823486116869,Medium Risk,Manual Review,0
337267,0.5329826472321566,High Risk,Decline,0
254726,0.6228005197060661,High Risk,Decline,0
170548,0.2763956196083283,Medium Risk,Manual Review,0
244999,0.2926409906985198,Medium Risk,Manual Review,0
181955,0.3984967547262854,High Risk,Decline,0
310948,0.7774954993924732,High Risk,Decline,1
412299,0.0827746890966596,Low Risk,Approve,0
169207,0.2637047151164739,Medium Risk,Manual Review,0
184871,0.5898515583584053,High Risk,Decline,0
432877,0.5694026762985771,High Risk,Decline,0
130100,0.4557472026853791,High Risk,Decline,0
351703,0.0948474519160023,Low Risk,Approve,0
134252,0.6436322071580222,High Risk,Decline,0
163259,0.4905392215290229,High Risk,Decline,0
240146,0.3904275177889657,High Risk,Decline,0
369369,0.1428131733112019,Medium Risk,Manual Review,0
430554,0.0784459145912986,Low Risk,Approve,0
310623,0.3396386223533794,High Risk,Decline,0
144733,0.2053151298406549,Medium Risk,Manual Review,0
118828,0.495280841668793,High Risk,Decline,0
238151,0.2606922852520751,Medium Risk,Manual Review,0
299687,0.2304400896974325,Medium Risk,Manual Review,0
205160,0.486813661953935,High Risk,Decline,1
166377,0.632110586598559,High Risk,Decline,0
446628,0.3073972986975506,High Risk,Decline,0
116826,0.4598058186826011,High Risk,Decline,0
444476,0.4468563657255577,High Risk,Decline,0
420040,0.5322892610697962,High Risk,Decline,0
290456,0.5779263640147276,High Risk,Decline,0
142514,0.2669409342238685,Medium Risk,Manual Review,0
201782,0.1230752620085739,Medium Risk,Manual Review,0
357922,0.2648658225228089,Medium Risk,Manual Review,0
345299,0.8657764067158102,High Risk,Decline,0
325367,0.6775748464869633,High Risk,Decline,1
340419,0.0432829670599476,Low Risk,Approve,0
441158,0.355374916015391,High Risk,Decline,0
146327,0.276467180510406,Medium Risk,Manual Review,0
454133,0.3119215718953543,High Risk,Decline,0
175034,0.8029635914571637,High Risk,Decline,0
276713,0.3656085256011976,High Risk,Decline,0
173343,0.8922102801666617,High Risk,Decline,1
147444,0.1163264386500643,Medium Risk,Manual Review,0
249307,0.2707411174111483,Medium Risk,Manual Review,0
302163,0.8561645137303251,High Risk,Decline,0
292819,0.6698363415537888,High Risk,Decline,0
404543,0.3568863497873871,High Risk,Decline,0
229791,0.4916267454410453,High Risk,Decline,1
336408,0.1325647638060933,Medium Risk,Manual Review,0
428419,0.8539907341281149,High Risk,Decline,1
368802,0.1845158734871893,Medium Risk,Manual Review,0
309907,0.2007822115282462,Medium Risk,Manual Review,0
133481,0.2923557752826295,Medium Risk,Manual Review,0
184575,0.7455205820457393,High Risk,Decline,0
132738,0.3993943537946627,High Risk,Decline,0
318925,0.0636838062206755,Low Risk,Approve,0
212578,0.8048623823227118,High Risk,Decline,0
339325,0.2004196094799271,Medium Risk,Manual Review,0
331469,0.796510428153793,High Risk,Decline,1
289655,0.8402489461563497,High Risk,Decline,1
383115,0.4200605287649083,High Risk,Decline,0
146119,0.2390278330465025,Medium Risk,Manual Review,0
237708,0.5183638581908163,High Risk,Decline,1
104901,0.2192133597884313,Medium Risk,Manual Review,0
401650,0.199519755343814,Medium Risk,Manual Review,0
335758,0.2171989329816887,Medium Risk,Manual Review,0
251190,0.8422097999094954,High Risk,Decline,1
248983,0.2269549831522084,Medium Risk,Manual Review,0
383642,0.4618664667374476,High Risk,Decline,0
443024,0.7249647943736595,High Risk,Decline,1
299574,0.4710292585980639,High Risk,Decline,0
401565,0.6213435471333119,High Risk,Decline,0
174804,0.4685238286147211,High Risk,Decline,0
423799,0.1826348430085888,Medium Risk,Manual Review,0
440223,0.6784827452613318,High Risk,Decline,0
378975,0.2836797069846068,Medium Risk,Manual Review,1
403018,0.2297163122946474,Medium Risk,Manual Review,0
242823,0.4697703281667877,High Risk,Decline,1
273782,0.0353231280135485,Low Risk,Approve,0
164003,0.3621824857711654,High Risk,Decline,0
250921,0.4684770564864562,High Risk,Decline,0
161772,0.448240066893238,High Risk,Decline,0
275597,0.1569100099455375,Medium Risk,Manual Review,0
383321,0.2239019655685544,Medium Risk,Manual Review,0
208890,0.505153050165974,High Risk,Decline,0
207068,0.4599744870545459,High Risk,Decline,0
382525,0.2322962751199644,Medium Risk,Manual Review,0
414983,0.6263872034471606,High Risk,Decline,0
109388,0.4937355490220297,High Risk,Decline,0
297418,0.6121364982652394,High Risk,Decline,0
237191,0.1476408170520279,Medium Risk,Manual Review,0
415267,0.2762900275028108,Medium Risk,Manual Review,0
450099,0.2285956145930101,Medium Risk,Manual Review,0
216945,0.6962971239739711,High Risk,Decline,0
340833,0.226188557998728,Medium Risk,Manual Review,0
111406,0.2963360936571063,Medium Risk,Manual Review,0
366780,0.2036402457902198,Medium Risk,Manual Review,0
322553,0.3505597815514202,High Risk,Decline,0
415194,0.0933881684225626,Low Risk,Approve,0
423525,0.5435154138288212,High Risk,Decline,0
145599,0.4085060229528365,High Risk,Decline,0
447860,0.6780678155168388,High Risk,Decline,0
454570,0.3869424004216191,High Risk,Decline,0
435972,0.378871821085811,High Risk,Decline,0
351465,0.2132542643240516,Medium Risk,Manual Review,0
264588,0.4461685584688125,High Risk,Decline,0
226106,0.0852108735122081,Low Risk,Approve,0
432294,0.0340421929273549,Low Risk,Approve,0
250767,0.5114378883657893,High Risk,Decline,0
104553,0.1089771971352094,Medium Risk,Manual Review,0
171284,0.1197149295876519,Medium Risk,Manual Review,0
303188,0.3332949519249673,High Risk,Decline,0
267201,0.1046745407982417,Medium Risk,Manual Review,0
432759,0.3120738182270843,High Risk,Decline,0
380751,0.4186069696595787,High Risk,Decline,0
184198,0.7322094919911298,High Risk,Decline,0
361117,0.5096185588384015,High Risk,Decline,0
259574,0.3250375434658626,High Risk,Decline,0
243166,0.3903111915260581,High Risk,Decline,0
142738,0.4474845786045037,High Risk,Decline,0
221694,0.1438845591396964,Medium Risk,Manual Review,0
102224,0.1447699741817704,Medium Risk,Manual Review,0
437202,0.1134708164146312,Medium Risk,Manual Review,0
198023,0.7325475548895668,High Risk,Decline,0
107269,0.8046837495636452,High Risk,Decline,0
314899,0.1580409054454474,Medium Risk,Manual Review,0
347279,0.537686909253479,High Risk,Decline,0
276376,0.6464382347634181,High Risk,Decline,0
280779,0.3885870531922309,High Risk,Decline,0
208281,0.7899692437157432,High Risk,Decline,0
258863,0.3476451705984653,High Risk,Decline,0
366356,0.752535043397125,High Risk,Decline,0
347606,0.7222924118946813,High Risk,Decline,0
444920,0.1009171362841945,Medium Risk,Manual Review,0
123587,0.2740377388187249,Medium Risk,Manual Review,0
140153,0.726940322362457,High Risk,Decline,0
283580,0.3009229077149516,High Risk,Decline,0
415569,0.6293750462835247,High Risk,Decline,0
163312,0.3552174587794197,High Risk,Decline,0
451931,0.2290164565463228,Medium Risk,Manual Review,0
343680,0.4488961452717473,High Risk,Decline,0
235136,0.1597173501978883,Medium Risk,Manual Review,0
251532,0.1398697669857588,Medium Risk,Manual Review,0
434840,0.1058294802225413,Medium Risk,Manual Review,0
343469,0.4034639253506882,High Risk,Decline,0
282494,0.3231850963767548,High Risk,Decline,0
155285,0.652326258053106,High Risk,Decline,0
250450,0.1195365009554682,Medium Risk,Manual Review,0
392783,0.2121929288806002,Medium Risk,Manual Review,0
354699,0.0510243517571181,Low Risk,Approve,0
116822,0.0480483461056393,Low Risk,Approve,0
194203,0.7772109245743271,High Risk,Decline,0
446981,0.313371729451181,High Risk,Decline,0
175083,0.2397872633288915,Medium Risk,Manual Review,0
113481,0.3984900935412415,High Risk,Decline,0
369235,0.7334826659554932,High Risk,Decline,0
132298,0.0769359691935591,Low Risk,Approve,0
328412,0.5894342856844518,High Risk,Decline,0
345200,0.0953162858364873,Low Risk,Approve,0
296784,0.2303068703336728,Medium Risk,Manual Review,1
340106,0.1921587764285273,Medium Risk,Manual Review,0
425930,0.4796404925844531,High Risk,Decline,0
148064,0.1946587546066177,Medium Risk,Manual Review,0
220502,0.632757381357696,High Risk,Decline,0
189484,0.929336287506768,High Risk,Decline,1
419984,0.2600284655220331,Medium Risk,Manual Review,0
190135,0.8783838484857458,High Risk,Decline,0
210781,0.2341346055257012,Medium Risk,Manual Review,0
426538,0.1523157254826911,Medium Risk,Manual Review,0
385777,0.5687209479026931,High Risk,Decline,0
449153,0.3114698570795142,High Risk,Decline,0
369178,0.221285622284705,Medium Risk,Manual Review,0
392609,0.1038637092194618,Medium Risk,Manual Review,0
402428,0.2080735481903168,Medium Risk,Manual Review,0
291657,0.3162332230544374,High Risk,Decline,0
399241,0.4687297633611832,High Risk,Decline,0
376906,0.5300646575753409,High Risk,Decline,0
432538,0.1104599567520594,Medium Risk,Manual Review,0
350393,0.2443605791840331,Medium Risk,Manual Review,0
388296,0.8800583440287703,High Risk,Decline,1
216650,0.3486416142494692,High Risk,Decline,0
135291,0.4678777143250571,High Risk,Decline,1
441909,0.1513571318033512,Medium Risk,Manual Review,0
187299,0.2200888908505268,Medium Risk,Manual Review,0
209700,0.6886714082688012,High Risk,Decline,0
302490,0.3062044293226252,High Risk,Decline,0
133553,0.8416448182422134,High Risk,Decline,0
397626,0.4250908386316987,High Risk,Decline,0
398115,0.4793453459073118,High Risk,Decline,0
328657,0.6316859880303207,High Risk,Decline,0
456212,0.3726102634744809,High Risk,Decline,0
165391,0.6945138942095581,High Risk,Decline,0
193778,0.4896999601928394,High Risk,Decline,0
190076,0.7963564478482469,High Risk,Decline,0
412137,0.303988073454968,High Risk,Decline,0
313000,0.4687295868197127,High Risk,Decline,0
225731,0.4943005404956363,High Risk,Decline,1
275878,0.1681716417413109,Medium Risk,Manual Review,0
254866,0.1053333561780857,Medium Risk,Manual Review,0
357909,0.4362498564057767,High Risk,Decline,1
421113,0.2282755068353103,Medium Risk,Manual Review,0
146450,0.150838846389963,Medium Risk,Manual Review,0
172177,0.1041943352505952,Medium Risk,Manual Review,0
295005,0.1102256529413655,Medium Risk,Manual Review,0
338619,0.1584270444445733,Medium Risk,Manual Review,0
293436,0.9275340198740324,High Risk,Decline,0
185184,0.4907456869427016,High Risk,Decline,0
317175,0.4928240061851802,High Risk,Decline,0
318963,0.1954742213452511,Medium Risk,Manual Review,0
393321,0.4302741863791199,High Risk,Decline,0
